Date,Zonguldak_Temp2m,Zonguldak_Basinc,Zonguldak_Kar,Zonguldak_Yagmur,Istanbul_Temp2m,Istanbul_Basinc,Istanbul_Kar,Istanbul_Yagmur,Moskova_Temp2m,Moskova_Basinc,Moskova_Ruzgar,Sibirya_Bati_Temp2m,Sibirya_Bati_Basinc,Sibirya_Bati_Ruzgar,Sibirya_Derin_Temp2m,Sibirya_Derin_Basinc,Sibirya_Derin_Ruzgar,Iskandinavya_Temp2m,Iskandinavya_Basinc,Iskandinavya_Ruzgar,Izlanda_Temp2m,Izlanda_Basinc,Izlanda_Ruzgar,Azor_Temp2m,Azor_Basinc,Azor_Ruzgar,Gronland_Temp2m,Gronland_Basinc,Gronland_Ruzgar,Ingiltere_Temp2m,Ingiltere_Basinc,Ingiltere_Ruzgar,Italya_Temp2m,Italya_Basinc,Italya_Ruzgar,Balkanlar_Temp2m,Balkanlar_Basinc,Balkanlar_Ruzgar,Kutup_Merkez_Basinc,Aleut_YB_Temp2m,Aleut_YB_Basinc,Aleut_YB_Ruzgar
2017-12-14,10.933249,1015.3374,0.0,0.0,13.433084,1014.47906,0.0,0.0,0.6511667,1009.46655,10.349209,-4.025167,1026.9875,13.839668,-13.951165,1037.1792,13.573506,-4.627833,990.8084,13.03067,-6.424834,1004.16675,8.392606,13.892917,1032.0875,11.599622,-29.495165,1015.1541,25.988556,3.491166,990.7458,21.455524,12.488334,1004.52075,15.26984,4.8528333,1010.05835,6.102316,1009.05817,3.5687501,986.04565,39.844387
2017-12-15,12.710336,1013.63324,0.0,0.0,14.960167,1012.36676,0.0,0.2,3.0386667,1009.6335,20.258444,-5.9460006,1031.1292,12.340997,-11.180333,1032.4917,8.830538,-7.5153337,1003.50006,11.103709,-9.054001,1014.85004,9.289274,13.988751,1030.6709,12.674054,-27.266,1011.675,33.818317,3.4744997,998.22504,17.877691,8.557083,1005.1541,11.400344,8.952834,1004.45,11.412172,1010.73334,3.7500002,976.375,30.309126
2017-12-16,14.616584,1011.9793,0.0,0.8,13.7935,1009.9749,0.0,12.799999,4.71575,1008.64166,23.278915,-7.016833,1031.2374,11.84653,-10.64075,1036.1041,7.8576226,-9.338251,1010.63763,12.312609,-0.6727497,1003.1458,20.2835,13.463752,1030.4083,6.130294,-26.04516,999.0749,27.367355,1.8286666,1017.38745,11.126914,6.04875,1014.52094,22.620895,3.3653328,1013.05835,13.138625,1004.72925,3.0895832,995.91675,51.9108
2017-12-17,9.168667,1016.42084,0.0,10.4,8.208083,1016.7874,0.0,4.4999995,-0.48425007,1022.4749,13.87285,-6.07725,1028.2667,13.910469,-9.359501,1031.454,12.557843,-5.3195,1014.69574,13.917701,1.2335,1001.1125,11.97702,13.570001,1029.0375,12.178409,-31.209753,997.50415,19.568491,3.7099164,1022.4749,13.491684,4.64875,1022.3499,15.2565,2.2986667,1018.92505,7.558241,993.19586,4.13125,1017.24585,47.961475
2017-12-18,7.943667,1019.90826,0.0,5.0,7.420584,1020.7917,0.0,10.600002,-0.06341667,1018.7583,13.240557,-6.81475,1031.0791,8.130952,-10.8740835,1027.2124,14.621055,-3.3215826,1022.5168,11.859494,4.654333,991.69574,15.5413885,14.342918,1025.8541,22.81053,-25.782667,984.40405,34.84899,2.6994994,1028.8085,8.529254,2.821667,1028.4999,13.08313,1.8403335,1025.5626,5.5161533,995.5042,5.13125,999.58765,58.188145
2017-12-19,5.474917,1028.0126,0.0,9.700001,5.7101665,1028.6583,0.0,0.90000004,-0.4655,1028.1542,5.4373755,-10.221,1027.3125,8.165916,-12.128249,1023.28754,10.758551,-0.07991669,1018.0959,13.422676,2.7584999,996.5041,19.771332,14.3845825,1026.4917,19.935768,-30.041002,986.17505,12.177348,2.7974164,1034.9874,9.4589815,3.1591666,1029.4083,12.353018,-0.124250025,1030.8458,6.52727,995.2,3.5249999,1012.6292,57.03997
2017-12-20,4.7645,1028.15,0.0,2.6,6.5018334,1028.771,0.0,2.3,-2.2363336,1027.6168,6.3798857,-9.575166,1024.2793,12.876184,-14.807415,1020.44165,7.956242,-3.3840835,1016.0125,14.671563,1.38975,1001.80005,20.463379,13.905416,1028.6709,19.362703,-37.832672,1005.64166,16.051058,8.5703335,1034.9667,9.163705,4.065417,1029.6375,19.96592,-1.1742501,1032.3458,7.6937127,1002.87506,4.8125005,1009.0916,64.657745
2017-12-21,5.9915833,1024.4457,0.0,10.299999,5.0580835,1024.8208,0.14,13.000001,-5.02175,1016.9917,10.916692,-5.6501675,1020.0042,11.519361,-15.278249,1022.03754,9.596319,-3.7194998,1014.3542,15.746331,1.7147499,1012.10004,15.67989,13.8220825,1035.1666,15.095001,-41.916,1020.00836,19.687067,9.987,1035.2041,11.7378025,6.771666,1025.6334,21.389565,-2.2804997,1027.9666,10.075664,998.56256,4.6020837,989.06683,47.390045
2017-12-22,4.7207503,1015.36664,0.14,32.300003,4.9601665,1017.3042,0.14,20.100002,-4.3571663,1008.43317,11.679147,-8.050166,1008.9749,7.965542,-17.599085,1027.1,8.422411,-0.050749958,995.69995,18.100039,4.3585,1001.9666,21.410923,13.276252,1037.6459,12.050673,-39.21809,1011.0376,23.589436,9.416167,1035.6708,6.295777,8.109166,1028.4792,16.56923,-0.08258344,1022.4167,9.171031,1005.90424,1.9083337,989.4207,47.29051
2017-12-23,3.8874176,1019.8626,0.35000002,3.7,5.0393333,1020.8958,0.0,0.1,-2.4029999,985.98755,23.873281,-11.429333,1000.80853,11.323629,-15.047002,1026.2375,12.400279,-6.065334,997.8415,12.556356,0.8501668,1001.0876,14.430272,13.092918,1035.2542,9.975249,-41.74725,1016.17914,14.524016,9.291165,1033.4125,16.88429,6.8445835,1029.7709,6.4393044,2.3695,1019.38745,13.465095,1006.6916,1.9874998,1005.83746,37.157288
2017-12-24,6.079083,1025.3876,0.0,0.0,7.914334,1025.746,0.0,0.0,-3.8946667,996.66656,23.449673,-16.65225,997.3293,7.091787,-11.267834,1016.6833,20.847912,-6.211167,994.23755,10.595901,-2.88525,1000.5042,8.007904,13.211667,1028.0625,14.612564,-40.557667,1017.8459,17.779825,9.157832,1024.346,21.539835,6.7779174,1028.0958,7.9762235,4.782,1021.7915,12.169798,1001.87494,2.6208332,1015.0583,19.16751
2017-12-25,7.1665826,1023.79584,0.0,0.0,7.745583,1023.5876,0.0,0.0,-1.1009165,1004.84155,19.707918,-16.231419,999.85406,5.1004696,-8.767834,996.60406,21.651077,-7.1236672,990.55835,13.888592,-6.4956665,1010.6252,10.834276,11.365833,1029.4874,9.867543,-38.45975,1024.7667,23.895735,9.834916,1007.67505,30.046268,8.97375,1019.6958,10.949307,2.8757498,1019.50415,6.6455197,1002.2791,3.5520833,1024.4127,27.427217
2017-12-26,7.6957498,1018.32495,0.0,0.0,11.222667,1017.37506,0.0,0.0,1.4407501,1004.44604,15.230637,-15.987667,1007.94574,8.701403,-10.892833,1008.6582,11.820724,-2.46325,982.7375,7.771837,-6.858166,1015.09595,9.377795,11.759583,1031.0543,12.855647,-42.734745,1033.1583,18.43799,5.5244994,993.63763,19.548199,10.605,1001.07495,22.457415,4.213249,1011.7,8.337157,999.39166,3.2958333,1030.1626,19.994946
2017-12-27,9.514499,1013.1833,0.0,0.0,10.158083,1011.5708,0.0,0.0,0.9199167,1011.2751,8.56037,-13.2855835,1011.86255,11.3859825,-10.303251,1019.29987,11.075769,-1.8632504,990.3584,10.52377,-5.1144166,1015.1458,13.812808,12.399167,1029.7291,13.164186,-42.841,1025.9999,22.874683,3.264083,987.2502,24.1084,6.407083,993.87897,14.575556,5.579916,1003.8291,7.647388,1001.1834,2.675,1030.0417,40.154915
2017-12-28,12.160332,1011.2542,0.0,0.70000005,11.331,1008.9832,0.0,4.9,2.1699169,1017.43335,16.905165,-4.931417,1023.40845,10.99108,-12.55325,1028.4417,15.131042,-2.2195003,990.9626,7.363565,-6.0790005,1005.5457,21.33144,13.869999,1025.4249,19.125244,-44.29933,1010.8833,20.850286,0.6203334,1003.0125,12.712093,5.088334,1008.6999,13.5456505,6.917417,1004.56665,8.534023,996.7834,2.7375,1016.22076,42.62202
2017-12-29,11.0686655,1010.18317,0.0,0.6,9.289332,1009.6875,0.0,2.3999999,1.5574168,1015.5457,20.291838,-5.737667,1031.9916,10.538258,-14.059499,1023.17084,9.145044,-6.7382493,997.13745,11.083196,-6.2102504,994.5791,19.856592,14.101251,1021.61237,27.730688,-45.211834,1003.22504,16.557472,4.6869993,997.825,20.85131,6.044583,1016.8,7.281231,3.3778327,1013.43744,9.551301,1001.63324,4.1562495,995.09576,54.187317
2017-12-30,7.872832,1016.39594,0.0,1.5999999,6.4059997,1018.12494,0.0,0.2,0.50533336,1012.39166,9.9826,-9.298082,1030.3125,9.3408375,-25.090752,1038.6292,10.643376,-6.717417,996.7458,5.750889,-3.9331665,987.7959,16.248646,13.40125,1018.83746,30.086914,-45.478497,1003.2375,17.401754,10.947415,996.52094,26.801134,8.834166,1020.4709,7.340713,1.9799167,1017.8291,10.881707,1005.47076,3.9395835,981.4541,41.193073
2017-12-31,6.9186654,1017.85004,0.0,0.8,7.114334,1017.89594,0.0,0.0,-0.5655,1014.22906,11.889115,-8.429334,1025.9917,12.00809,-25.994917,1046.5875,14.555357,-0.8695,986.7041,13.242818,-6.660251,989.3916,7.009118,11.655416,1030.246,13.425475,-42.94517,1004.7209,25.812933,10.372417,994.80414,28.587618,10.775832,1014.4915,13.742172,2.6861665,1015.14594,5.7679954,1000.2583,3.5041664,976.9834,14.116967
2018-01-01,8.085333,1012.02496,0.0,0.0,8.8810005,1010.7583,0.0,0.1,0.82408327,1014.1458,17.921795,-12.054334,1024.7085,8.067686,-17.426167,1047.0292,14.196046,-1.6924167,992.0083,9.08981,-6.320667,999.9375,4.6920166,14.484585,1029.3124,22.202353,-36.73475,1009.7625,31.66922,6.103667,998.80414,20.787361,8.840416,1012.19586,12.196568,4.1340833,1007.6458,10.693424,1001.92084,2.8145835,981.625,15.79247
2018-01-02,9.22075,1008.75415,0.0,2.0,9.0435,1008.36664,0.0,10.7,1.5678333,1016.02496,15.896504,-10.629333,1024.504,9.074117,-15.340749,1045.2544,11.375968,-9.942416,997.229,6.7798896,-2.12275,993.9001,19.760553,14.453335,1031.4833,17.716805,-38.05975,1010.9375,24.493689,7.1036663,1004.84595,22.302725,7.7425,1014.00836,11.332857,4.7049165,1008.87915,10.720037,1004.5042,3.135417,993.21246,22.716238
2018-01-03,7.287416,1006.21246,0.0,1.8000002,8.303917,1006.10425,0.0,2.3999999,1.0428334,1013.28754,19.694662,-4.9355836,1026.6876,8.476418,-20.901169,1041.5084,10.083952,-4.9195004,998.04156,13.029626,-2.1269166,1000.84174,17.101322,14.101251,1030.8458,19.509062,-41.98267,1016.4832,20.095203,8.589082,995.73334,36.121403,10.117499,1010.23755,6.13142,2.8944998,1006.75006,8.257887,1002.8543,3.1291666,1002.925,32.57141
2018-01-04,7.7978325,1011.7251,0.0,7.099999,7.918501,1012.679,0.0,1.3000001,-1.3050833,1012.52075,15.315785,-3.1001666,1026.6708,8.6603,-21.105333,1033.1666,11.561359,-6.361166,996.1167,14.531245,-1.8289999,1005.6875,19.924074,12.559585,1029.0875,19.113216,-39.84933,1023.44165,18.54434,8.355751,994.55,23.176798,10.313333,1010.6125,7.0446,1.5653334,1012.26666,6.7451534,995.7751,5.016667,981.46674,53.554848
2018-01-05,7.7978325,1021.74176,0.0,0.0,6.5434995,1021.1624,0.0,0.0,0.75949997,1009.8875,19.3399,-8.221001,1025.425,10.228059,-14.232419,1027.471,10.085288,-7.2653346,1004.9709,15.245164,-2.7060833,1019.8459,16.175287,10.15125,1030.2333,20.639229,-36.25142,1027.2999,22.565609,5.5494995,994.625,15.172062,10.848748,1012.8792,10.4839115,5.484083,1017.8208,6.17531,1003.7292,4.6145835,969.6958,27.056461
2018-01-06,8.5999155,1026.3374,0.0,0.0,7.8268332,1026.1666,0.0,0.0,0.60949993,1011.68756,21.11347,-10.9085,1019.07916,11.0303545,-12.082416,1026.0625,11.085808,-7.8507504,1015.79584,18.28613,0.4751664,1014.50824,14.045487,11.342917,1028.0209,13.252251,-42.55142,1026.7709,24.908966,3.1057498,1009.3125,14.882518,13.13625,1015.95844,11.221421,5.154917,1022.93335,9.61854,1001.62085,4.0854163,987.2083,39.029003
2018-01-07,9.231166,1030.9833,0.0,0.0,9.689333,1030.9374,0.0,0.0,-2.5363333,1015.77905,26.714748,-9.600167,1001.1709,8.626029,-15.6240835,1031.0292,8.996382,-4.627834,1026.3833,13.648407,2.6626666,998.27905,22.44689,14.097085,1022.67505,17.728043,-32.13892,1005.91656,29.171568,3.3995001,1024.7001,25.396334,14.7925,1018.70416,13.550668,4.7278333,1030.075,8.70024,1001.53326,3.9875,999.67084,35.41921
2018-01-08,8.066583,1031.525,0.0,0.0,8.556001,1031.4208,0.0,0.1,-3.7988331,1021.8584,22.992907,-10.179334,992.20825,12.127715,-20.22825,1025.7001,17.422419,-8.663249,1028.1293,11.841204,1.7460002,990.71246,13.355932,14.047085,1016.95,20.16495,-30.890999,997.7917,32.18799,4.08075,1021.17487,18.127998,13.246666,1020.2209,15.416454,4.5361667,1034.8418,16.43038,1011.8582,4.129167,979.3208,50.719177
2018-01-09,8.368666,1025.0333,0.0,0.0,8.831,1023.8125,0.0,0.0,-3.2613332,1025.0917,11.964181,-12.962666,1000.5208,8.4881735,-13.063664,1019.471,12.322358,-14.404915,1025.0624,9.185956,4.737666,980.88324,28.265352,11.699168,1021.1875,22.787642,-26.82017,1001.4751,37.90392,5.266166,1007.7041,8.27105,8.877915,1016.8418,7.5438485,3.5445,1026.1791,13.53473,1008.34174,4.0708337,982.2292,45.50817
2018-01-10,8.6395,1013.12067,0.0,0.0,8.545583,1012.9126,0.0,1.4000001,-3.9884167,1023.43317,11.38883,-19.746002,1012.0417,10.843412,-7.4615827,1009.8374,11.859545,-16.082,1029.5458,8.383712,1.5668334,991.74585,12.421513,12.2074995,1027.3832,16.143799,-23.309748,1000.25,45.548943,6.9765835,1004.81665,10.310405,7.9987493,1010.67505,10.693439,5.6695004,1015.2791,16.182606,1002.3582,4.15625,979.3582,45.17196
2018-01-11,8.339499,1016.01263,0.0,3.4,8.503917,1016.34174,0.0,5.3999996,-7.036335,1037.9501,12.397909,-19.346003,1025.0792,10.307373,-7.8261666,1004.71246,17.566744,-13.127833,1038.2374,12.07809,2.7918332,995.9792,21.688158,13.117916,1017.47485,33.545586,-29.795168,1001.60406,20.897896,5.4911666,1017.6125,7.9032526,9.3237505,1012.48755,17.790756,3.2403333,1022.7249,18.879738,1001.87494,4.3020835,974.5417,46.932003
2018-01-12,6.4103336,1020.94586,0.0,0.9000001,7.3560004,1020.6917,0.0,3.2,-7.0884166,1043.825,9.332816,-20.483503,1025.5958,11.024026,-17.4095,1013.6875,19.241627,-9.5736685,1038.7875,12.456002,4.3147497,984.4792,16.808798,9.311668,1024.4541,22.170006,-26.003502,987.65405,39.69046,5.876583,1025.5625,7.5772505,7.9466662,1017.1375,16.787949,-0.12841666,1030.9833,25.632593,1003.0334,4.0375,977.9417,19.878553
2018-01-13,3.88325,1021.8333,0.42000002,2.7,4.753916,1023.69995,0.0,2.3,-6.2780004,1041.0126,7.106464,-14.164752,1024.2333,9.847757,-20.617834,1006.9416,15.364364,-7.402834,1030.4,15.238389,2.1939168,986.75415,18.052368,10.361666,1030.1539,11.976599,-25.886833,974.7751,41.64374,5.71825,1020.2458,13.662622,6.2675,1019.75836,8.903212,-3.4075832,1033.4835,18.614243,997.0124,3.3354166,974.06256,35.17224
2018-01-14,2.3145,1029.4708,1.4000002,0.49999997,3.5497496,1028.9459,0.0,0.0,-5.400917,1037.5543,6.3798914,-5.9272504,1025.1791,11.696049,-28.736586,1014.6333,8.550676,-6.584084,1011.53754,20.810434,-2.1352499,959.7583,22.190536,11.732499,1034.4542,11.012568,-28.274328,976.66254,39.079887,3.6182497,1017.73334,7.720874,7.3529167,1021.89166,7.7874594,-5.3284163,1032.4877,12.679315,990.47076,3.0562496,975.25824,35.996284
2018-01-15,4.368667,1020.2124,0.0,2.0,6.183083,1019.3293,0.0,6.7000003,-8.263416,1030.2458,13.483809,-8.227251,1025.2291,8.874687,-32.461586,1011.2541,11.897002,-3.036167,987.88336,21.959597,-3.424833,958.1292,13.557888,11.847084,1037.9418,10.929598,-30.832664,980.6375,37.10783,7.6744995,998.8416,26.407505,10.911248,1015.5542,16.488241,-4.828417,1019.16235,7.6658726,985.3584,1.9854165,991.3999,29.71675
2018-01-16,7.849917,1008.1042,0.0,2.6999996,10.366418,1006.47504,0.0,4.0,-8.988417,1017.40405,21.48957,-15.935584,1026.3291,7.2749634,-28.263666,1007.19165,15.309635,-4.365333,991.1333,13.673087,-5.6206665,971.21246,13.590225,11.6825,1038.8208,7.662277,-30.399332,992.49585,34.507683,5.187,994.66675,26.51548,11.688331,1007.3792,21.14984,-1.0909165,1000.4583,9.542414,989.6917,1.3229167,1004.20416,35.38091
2018-01-17,6.3249154,997.05414,0.35,19.500002,6.9997487,999.16656,0.0,11.6,-7.1321654,1010.27094,20.686125,-17.68767,1030.9625,6.900437,-38.092834,1031.4293,10.372108,-9.261167,998.37494,6.3472886,-6.3519173,983.77094,6.383431,11.695,1035.8959,4.81726,-26.411829,1001.14575,51.685974,4.4640827,1003.95,27.2033,7.3258324,1018.42084,10.113111,2.5028331,1001.6335,17.948183,990.80414,1.3645834,1009.33746,17.581425
2018-01-18,3.8040838,1013.87085,2.8700001,3.9999998,5.2893333,1015.2749,0.0,0.0,-7.888416,1014.23737,22.349178,-18.041834,1037.3917,4.490845,-44.67825,1042.3707,9.373091,-9.432,1003.125,8.728034,-7.2810836,986.9917,12.635392,11.7699995,1032.6666,3.6024058,-27.113914,1012.1792,43.32715,7.0057507,999.8333,28.989298,11.727916,1013.3916,15.834338,1.6111666,1011.0125,13.724478,989.34174,1.6604167,1006.2625,28.567219
2018-01-19,6.0728335,1015.31244,0.0,0.0,8.7455845,1014.3791,0.0,0.2,-8.965499,1012.62085,17.903461,-19.13975,1044.675,6.3511534,-47.26366,1055.6542,7.08117,-5.652834,1008.19995,8.749432,-9.6623335,997.28754,5.1752048,11.972084,1031.7999,7.5405183,-33.320168,1018.2917,22.876877,2.7057498,1008.7292,16.455566,9.109166,1011.7126,6.719285,1.2924167,1011.9207,6.620107,997.5876,0.55208343,1017.50415,34.63305
2018-01-20,8.704083,1011.74585,0.0,2.0,9.3185,1010.30414,0.0,12.300002,-4.844666,1009.75836,8.821836,-17.806417,1046.3,11.426759,-46.107418,1062.95,9.1181,-8.804917,1013.30005,8.246879,-7.741501,1004.95,7.71471,13.080419,1028.7916,18.352432,-33.949337,1020.75,29.42906,2.7474165,1003.52094,11.0775,11.259167,1006.65424,10.670406,0.19866663,1011.09576,11.359238,994.59595,0.89583343,1027.9208,35.126225
2018-01-21,10.301999,1001.0208,0.0,4.8,7.7955832,1001.83344,0.0,11.400001,-11.194667,1015.979,13.484335,-25.935583,1051.6874,11.364114,-39.06992,1055.8375,16.36973,-15.0840845,1015.30414,5.7191734,-2.1769168,999.27094,21.177576,13.749166,1026.6249,23.036865,-35.559757,1020.52515,23.782639,4.0744996,1011.5291,12.765144,7.959167,1014.4541,10.0644655,0.14241664,1010.36255,15.85535,996.8374,1.1145833,1026.9208,34.4901
2018-01-22,4.1436677,1014.75415,0.42,10.200002,4.0330834,1017.67084,0.0,4.5999994,-12.865499,1025.225,9.8661,-23.218918,1049.3707,13.447248,-34.072002,1048.8707,12.8448305,-9.665336,1011.96234,14.924097,0.8668334,990.2708,31.007849,13.492917,1025.15,20.323616,-36.18267,1013.77496,23.980433,7.5474167,1011.9126,13.300149,9.202916,1019.4958,9.534516,-1.518,1023.7043,4.3258705,999.0584,1.5687499,1029.8417,39.20202
2018-01-23,1.4290832,1027.7625,5.8799996,0.6,2.8080833,1028.6293,0.7,1.6000001,-9.769666,1030.5792,8.942064,-20.289751,1047.625,15.1411495,-37.411583,1054.85,6.841044,-1.1757499,990.38336,16.96183,0.5293333,982.7124,15.977396,13.242916,1025.4458,15.778485,-34.434753,1013.74164,28.377562,9.864083,1015.50415,22.571814,8.06125,1029.9043,10.188251,-3.3784168,1036.0834,7.151174,998.73334,2.3958333,1031.5751,31.463562
2018-01-24,0.29158333,1028.7042,0.28,0.0,2.9476662,1029.1417,0.0,0.0,-9.9905,1030.4873,18.55187,-18.762667,1048.2625,13.785036,-33.626167,1056.1125,6.9124527,1.5471665,985.4126,21.122292,-0.27691662,990.2126,14.121837,10.742916,1030.9248,12.742399,-36.040997,1015.6208,10.982993,9.807832,1007.3459,29.765234,7.1966653,1028.0125,6.9464183,-4.7013335,1033.2667,8.387432,1002.4626,2.989583,1031.6959,33.835617
2018-01-25,0.18741667,1027.0792,0.0,0.0,2.8351662,1027.2291,0.0,0.0,-6.969667,1031.9292,22.419518,-10.585582,1042.5333,15.498081,-31.155333,1058.4749,5.4586287,-4.0090833,1008.1375,10.109467,-5.0039997,1011.00006,8.815741,9.7074995,1037.8083,8.2008505,-33.401417,1011.7668,29.9293,6.8619995,1007.77924,17.769068,9.12375,1023.3999,10.140383,-3.4555,1030.5083,7.165369,1009.1792,2.8791668,1031.1918,36.012108
2018-01-26,0.92491674,1031.496,0.0,0.0,2.8601665,1031.4249,0.0,0.0,-7.105083,1034.0459,20.79011,-10.829333,1036.9335,18.417946,-26.076164,1047.8041,11.797314,-7.5090833,1017.1958,11.049283,-0.3644165,998.6416,15.598246,10.459583,1039.3334,9.353797,-30.81183,1007.8916,26.84871,3.99325,1018.6543,7.662535,9.784167,1027.8251,7.023463,-2.3846672,1033.2999,4.519811,1008.24164,-0.6083334,1031.8251,44.393105
2018-01-27,2.4540832,1032.7626,0.0,0.0,3.8664167,1032.7875,0.0,0.0,-7.146751,1027.875,17.714994,-11.779334,1029.8958,15.273074,-15.788669,1029.8169,15.241053,-4.8715825,1005.03754,10.002495,1.4605836,989.0332,8.339276,11.930417,1036.6669,17.764462,-31.7035,1002.34155,26.070763,6.897417,1025.9374,18.948156,8.17375,1033.9833,9.624322,-2.490917,1033.3793,7.9928684,1010.25006,-0.45000002,1031.7582,39.28558
2018-01-28,4.2249165,1029.0376,0.0,0.4,4.0101666,1029.375,0.0,0.0,-7.0988336,1013.2627,15.340627,-12.343918,1029.0208,10.644094,-16.144918,1025.2501,14.735371,-2.5340831,1004.83746,8.842126,0.72516656,994.97076,9.2519455,11.974167,1034.2291,15.939567,-28.105583,1003.3584,30.340313,10.859916,1029.7543,23.0927,7.6612496,1032.9957,7.693287,1.0590832,1027.3624,11.3270645,1009.4126,-0.42291665,1029.7543,36.154743
2018-01-29,7.424917,1023.2917,0.0,0.0,7.185166,1024.1499,0.0,0.0,-1.7592502,999.07513,18.590475,-13.406417,1029.1335,9.634491,-15.147,1023.5959,12.3803425,-6.248667,1007.825,5.4808393,-0.66858333,1004.86255,9.85312,11.130417,1034.1127,10.397986,-30.784752,1009.33344,29.202005,8.970334,1027.5625,23.008429,7.6966653,1029.7333,6.640178,5.4507504,1020.63763,16.887175,1003.6333,1.4166665,1026.1249,40.929615
2018-01-30,7.910333,1024.2833,0.0,1.8000001,6.651833,1024.8375,0.0,0.0,-3.3550835,999.7209,17.097084,-13.091834,1025.2792,9.212601,-15.147,1035.0043,10.230454,-6.3049164,998.9124,14.190932,-1.3623334,996.6584,16.521902,10.7575,1035.0709,8.367563,-31.101412,1013.85016,24.981339,3.6245,1026.4209,9.6951275,8.244583,1024.8042,7.4143085,1.4257501,1024.0166,6.7649364,1003.92914,2.0958335,1023.6375,37.976902
2018-01-31,8.34575,1020.9917,0.0,0.0,8.206,1020.3916,0.0,0.0,-10.740501,1015.82495,13.839175,-20.96475,1022.32513,4.7317157,-18.194918,1037.0668,7.9739738,-4.121583,993.7749,20.869944,-6.7373347,1005.6084,7.0654683,11.188748,1035.9127,10.153249,-33.83892,1020.8042,19.714865,6.511999,1004.99164,24.559425,10.377914,1012.9375,12.772848,2.1840832,1016.37494,7.660199,1008.69574,-0.0645833,1020.76245,47.290276
2018-02-01,9.812415,1019.70416,0.0,0.0,11.72475,1019.27094,0.0,0.0,-4.7196665,1012.02496,20.200354,-22.412666,1024.2876,7.414334,-22.780334,1039.9208,10.114306,-12.307,1011.2583,16.559612,-3.7602494,1018.41656,18.240696,10.63875,1036.6167,9.0394745,-28.916002,1012.87494,54.133213,4.141166,1002.6834,20.38143,12.584165,1004.14996,18.619726,5.5403333,1012.8042,5.106849,1007.4582,-0.06874994,1011.97906,45.226288
2018-02-02,13.352001,1016.4626,0.0,0.1,12.941417,1015.6667,0.0,0.3,0.2595,1007.4082,14.332198,-14.998085,1027.2584,8.590603,-21.038666,1036.2291,12.266497,-12.694501,1019.39996,12.2569065,3.4314167,989.7083,26.857151,11.459584,1036.7291,7.328173,-30.191,997.2251,24.202076,3.8411663,1010.38324,15.355019,9.905,1000.8042,22.843592,8.936166,1005.6165,9.555734,1008.5042,2.8520832,1002.07495,57.370422
2018-02-03,14.458251,1010.6833,0.0,1.0,12.793498,1010.9375,0.0,16.900002,-5.95925,1002.0251,27.636478,-7.8334985,1025.3666,14.435014,-23.094915,1039.5874,6.088512,-15.342419,1033.2208,8.832817,1.5585002,1003.4917,13.180817,10.6825,1037.5834,9.731983,-34.197254,998.17914,28.01684,2.6286664,1007.89996,6.750786,6.729999,1013.2043,6.9420257,7.7090836,1008.27496,12.658581,1009.4417,4.360417,997.55005,37.382015
2018-02-04,6.997833,1021.30426,0.0,4.8999996,7.0143337,1021.3667,0.0,3.0,-12.475915,1007.62933,22.974657,-5.0855837,1023.12103,11.41575,-26.069918,1043.6041,6.1247416,-12.988252,1030.9584,9.767547,6.1147504,1001.3916,23.627226,10.33875,1037.2916,7.0094385,-29.89725,980.85004,33.417095,2.4411666,1023.64154,18.191078,7.98625,1018.47906,9.455011,2.9590836,1022.58325,9.413538,1011.37506,4.19375,1004.44995,34.212273
2018-02-05,5.918665,1023.25,0.0,0.0,6.662249,1022.92084,0.0,0.0,-15.021751,1022.18756,16.39747,-5.771,1034.879,4.571751,-19.524084,1031.0542,12.221788,-10.427834,1019.18744,5.7946925,-1.57275,995.4751,16.393732,10.553334,1035.7417,11.729108,-36.711838,996.4792,28.517101,0.9286666,1026.0167,15.222361,8.53625,1009.87915,12.934605,0.78824997,1023.5457,7.1267004,1007.78345,2.8062503,997.09576,28.582794
2018-02-06,9.004083,1022.43317,0.0,0.2,8.797667,1021.74585,0.0,0.4,-13.367581,1031.2291,18.861916,-8.383498,1044.4625,5.66139,-14.388667,1027.7084,19.441792,-12.432,1011.3167,7.084842,-3.0915,1008.77094,20.127695,9.917915,1038.4584,15.799587,-37.799335,1007.99585,42.09451,0.50158334,1017.9124,12.297614,8.065416,1004.6541,9.020535,3.2507503,1021.625,14.852403,999.9709,3.9604166,999.76263,35.490345
2018-02-07,13.55825,1013.8333,0.0,10.000001,10.735166,1013.0042,0.0,4.7999997,-12.771751,1033.3083,14.45803,-11.566834,1046.1208,6.655368,-9.01575,1036.5458,12.506378,-9.852833,1011.25415,11.045761,0.068916656,986.97095,22.977577,9.32625,1038.3124,9.268641,-32.466,989.19995,36.570423,1.5120001,1019.9749,13.075509,7.3404164,1013.8958,6.3560405,5.7945,1011.6584,15.315294,1001.8625,5.1145835,1000.4209,48.16641
2018-02-08,9.341582,1014.6167,0.0,0.0,9.395583,1014.22076,0.0,0.0,-5.8134174,1026.7084,20.39096,-14.031417,1040.1958,8.01288,-9.747,1041.2125,9.251749,-3.7757502,1012.74176,15.68337,-3.01025,979.75836,12.7914715,10.5199995,1036.2416,12.297846,-37.345165,991.0374,12.615608,2.297417,1017.721,14.401635,6.855001,1015.3083,7.980334,4.7090836,1013.0042,17.616722,990.0374,4.1562505,1001.5334,45.1937
